Event,Time,Session,ID,Time2
SD_SC,9.333333333,51,654,9.3333333
EC_ED,9.516666667,51,655,9.5166667
DC_DD,9.6,51,656,9.6000000
DD_DC,9.7,51,657,9.7000000
PC_COM,9.8,51,658,9.8000000
PD_PC,9.833333333,51,659,9.8333333
SC_SD,10,51,660,10.0000000
SD_SC,10.03333333,51,661,10.0333333
EC_ED,10.03333333,51,662,10.0333334
EC_ED,10.25,51,663,10.2500000
SD_SC,10.55,51,664,10.5500000
SC_SD,10.6,51,665,10.6000000
SD_SC,10.66666667,51,666,10.6666667
PC_PD,10.75,51,667,10.7500000
SD_SC,10.83333333,51,668,10.8333333
EC_ED,11.1,51,669,11.1000000
PC_PD,11.11666667,51,670,11.1166667
ED_EC,11.2,51,671,11.2000000
SD_SC,11.26666667,51,672,11.2666667
ED_EC,11.26666667,51,673,11.2666668
ED_EC,11.31666667,51,674,11.3166667
ED_EC,11.38333333,51,675,11.3833333
EC_ED,11.48333333,51,676,11.4833333
PD_PC,11.55,51,677,11.5500000
PC_PD,11.6,51,678,11.6000000
PD_PC,11.63333333,51,679,11.6333333
ED_EC,11.68333333,51,680,11.6833333
SD_SC,11.71666667,51,681,11.7166667
EC_ED,11.71666667,51,682,11.7166668
PC_PD,11.71666667,51,683,11.7166669
ED_EC,11.73333333,51,684,11.7333333
ED_EC,11.75,51,685,11.7500000
SD_SC,11.78333333,51,686,11.7833333
PD_PC,12.2,51,687,12.2000000
EC_ED,12.3,51,688,12.3000000
ED_EC,12.41666667,51,689,12.4166667
EC_ED,12.43333333,51,690,12.4333333
EC_ED,12.81666667,51,691,12.8166667
EC_ED,13.06666667,51,692,13.0666667
EC_ED,13.15,51,693,13.1500000
EC_ED,13.83333333,51,694,13.8333333
SC_SD,14.36666667,51,695,14.3666667
ED_EC,14.36666667,51,696,14.3666668
EC_ED,14.4,51,697,14.4000000
ED_EC,14.45,51,698,14.4500000
SC_SD,14.48333333,51,699,14.4833333
EC_ED,14.5,51,700,14.5000000
SD_SC,14.55,51,701,14.5500000
EC_ED,14.61666667,51,702,14.6166667
EC_ED,14.73333333,51,703,14.7333333
EC_ED,14.96666667,51,704,14.9666667
PC_COM,15.06666667,51,705,15.0666667
EC_ED,15.13333333,51,706,15.1333333
ED_EC,15.33333333,51,707,15.3333333
EC_ED,15.36666667,51,708,15.3666667
SC_COM,15.38333333,51,709,15.3833333
SD_SC,15.41666667,51,710,15.4166667
PC_PD,15.46666667,51,711,15.4666667
EC_ED,15.81666667,51,712,15.8166667
SD_SC,16.18333333,51,713,16.1833333
PC_COM,16.2,51,714,16.2000000
PC_COM,16.21666667,51,715,16.2166667
PD_PC,16.21666667,51,716,16.2166668
PC_PD,16.26666667,51,717,16.2666667
SC_SD,16.28333333,51,718,16.2833333
PD_PC,16.43333333,51,719,16.4333333
ED_EC,16.63333333,51,720,16.6333333
EC_ED,16.71666667,51,721,16.7166667
EC_ED,16.8,51,722,16.8000000
EC_ED,16.85,51,723,16.8500000
SD_SC,17.01666667,51,724,17.0166667
SD_SC,0.35,52,725,0.3500000
EC_ED,0.366666667,52,726,0.3666667
SD_SC,0.483333333,52,727,0.4833333
PD_PC,0.55,52,728,0.5500000
PC_PD,0.583333333,52,729,0.5833333
PD_PC,0.616666667,52,730,0.6166667
EC_ED,0.666666667,52,731,0.6666667
ED_EC,0.75,52,732,0.7500000
EC_ED,0.783333333,52,733,0.7833333
ED_EC,0.8,52,734,0.8000000
PC_PD,0.816666667,52,735,0.8166667
EC_ED,0.933333333,52,736,0.9333333
EC_ED,1.1,52,737,1.1000000
EC_ED,1.183333333,52,738,1.1833333
PC_PD,1.216666667,52,739,1.2166667
PC_PD,1.25,52,740,1.2500000
PD_PC,1.266666667,52,741,1.2666667
SC_SD,1.283333333,52,742,1.2833333
SC_SD,1.3,52,743,1.3000000
SD_SC,1.316666667,52,744,1.3166667
ED_EC,1.366666667,52,745,1.3666667
SD_SC,1.433333333,52,746,1.4333333
EC_ED,1.55,52,747,1.5500000
SD_SC,1.6,52,748,1.6000000
ED_EC,1.65,52,749,1.6500000
ED_EC,1.683333333,52,750,1.6833333
ED_EC,1.7,52,751,1.7000000
ED_EC,1.716666667,52,752,1.7166667
EC_ED,1.733333333,52,753,1.7333333
DC_DD,1.783333333,52,754,1.7833333
ED_EC,1.833333333,52,755,1.8333333
DD_DC,1.833333333,52,756,1.8333334
ED_EC,1.85,52,757,1.8500000
EC_ED,1.883333333,52,758,1.8833333
DD_DC,1.966666667,52,759,1.9666667
PD_PC,2.083333333,52,760,2.0833333
PC_PD,2.083333333,52,761,2.0833334
DD_DC,2.133333333,52,762,2.1333333
DC_DD,2.3,52,763,2.3000000
SC_SD,2.316666667,52,764,2.3166667
SD_SC,2.333333333,52,765,2.3333333
DD_DC,2.35,52,766,2.3500000
SC_SD,2.383333333,52,767,2.3833333
EC_ED,2.4,52,768,2.4000000
ED_EC,2.416666667,52,769,2.4166667
ED_EC,2.433333333,52,770,2.4333333
PD_PC,2.45,52,771,2.4500000
ED_EC,2.483333333,52,772,2.4833333
DD_DC,2.516666667,52,773,2.5166667
PC_PD,2.516666667,52,774,2.5166668
ED_EC,2.55,52,775,2.5500000
DD_DC,2.583333333,52,776,2.5833333
EC_ED,2.583333333,52,777,2.5833334
PD_PC,2.6,52,778,2.6000000
SD_SC,2.683333333,52,779,2.6833333
SC_SD,2.716666667,52,780,2.7166667
PD_PC,2.75,52,781,2.7500000
SD_SC,2.766666667,52,782,2.7666667
DD_DC,2.783333333,52,783,2.7833333
PC_PD,2.8,52,784,2.8000000
SC_SD,2.833333333,52,785,2.8333333
DD_DC,2.9,52,786,2.9000000
PD_PC,2.916666667,52,787,2.9166667
PC_PD,2.966666667,52,788,2.9666667
EC_ED,2.966666667,52,789,2.9666668
ED_EC,2.983333333,52,790,2.9833333
DD_DC,2.983333333,52,791,2.9833334
SD_SC,3.116666667,52,792,3.1166667
DC_DD,3.183333333,52,793,3.1833333
SD_SC,3.183333333,52,794,3.1833334
SC_SD,3.233333333,52,795,3.2333333
DD_DC,3.266666667,52,796,3.2666667
EC_ED,3.4,52,797,3.4000000
DD_DC,3.416666667,52,798,3.4166667
DD_DC,3.466666667,52,799,3.4666667
SC_SD,3.466666667,52,800,3.4666668
ED_EC,3.483333333,52,801,3.4833333
PD_PC,3.5,52,802,3.5000000
PC_PD,3.516666667,52,803,3.5166667
DD_DC,3.516666667,52,804,3.5166668
EC_ED,3.533333333,52,805,3.5333333
DD_DC,3.6,52,806,3.6000000
EC_ED,3.7,52,807,3.7000000
SD_SC,3.75,52,808,3.7500000
SC_SD,3.76,52,809,3.7600000
PD_PC,3.883333333,52,810,3.8833333
PC_PD,3.916666667,52,811,3.9166667
EC_ED,3.983333333,52,812,3.9833333
PD_PC,4.05,52,813,4.0500000
PC_PD,4.066666667,52,814,4.0666667
SC_SD,4.1,52,815,4.1000000
SC_SD,4.216666667,52,816,4.2166667
EC_ED,4.25,52,817,4.2500000
EC_ED,4.35,52,818,4.3500000
ED_EC,4.416666667,52,819,4.4166667
EC_ED,4.45,52,820,4.4500000
PC_PD,4.466666667,52,821,4.4666667
EC_ED,4.466666667,52,822,4.4666668
PD_PC,4.533333333,52,823,4.5333333
DC_DD,4.566666667,52,824,4.5666667
ED_EC,4.583333333,52,825,4.5833333
PC_PD,4.616666667,52,826,4.6166667
PD_PC,4.616666667,52,827,4.6166668
SD_SC,4.633333333,52,828,4.6333333
PC_PD,4.65,52,829,4.6500000
SD_SC,4.666666667,52,830,4.6666667
EC_ED,4.666666667,52,831,4.6666668
SD_SC,4.733333333,52,832,4.7333333
SC_SD,4.8,52,833,4.8000000
SD_SC,4.85,52,834,4.8500000
PD_PC,4.883333333,52,835,4.8833333
PC_PD,4.916666667,52,836,4.9166667
EC_ED,5.283333333,52,837,5.2833333
DC_DD,5.333333333,52,838,5.3333333
PC_PD,5.35,52,839,5.3500000
ED_EC,5.366666667,52,840,5.3666667
SD_SC,5.383333333,52,841,5.3833333
PC_PD,5.4,52,842,5.4000000
PC_PD,5.433333333,52,843,5.4333333
SD_SC,5.433333333,52,844,5.4333334
EC_ED,5.433333333,52,845,5.4333335
PC_PD,5.466666667,52,846,5.4666667
SC_SD,5.483333333,52,847,5.4833333
PD_PC,5.516666667,52,848,5.5166667
SC_SD,5.55,52,849,5.5500000
SD_SC,5.55,52,850,5.5500001
EC_ED,5.583333333,52,851,5.5833333
SC_SD,5.6,52,852,5.6000000
SD_SC,5.683333333,52,853,5.6833333
SC_SD,5.716666667,52,854,5.7166667
SD_SC,5.75,52,855,5.7500000
EC_ED,5.883333333,52,856,5.8833333
SD_SC,5.9,52,857,5.9000000
SC_COM,5.916666667,52,858,5.9166667
SD_SC,5.95,52,859,5.9500000
PC_COM,6.066666667,52,860,6.0666667
DC_COM,6.15,52,861,6.1500000
PD_PC,6.15,52,862,6.1500001
ED_EC,6.183333333,52,863,6.1833333
SC_COM,6.184,52,864,6.1840000
DC_COM,6.25,52,865,6.2500000
SD_SC,6.283333333,52,866,6.2833333
EC_ED,6.366666667,52,867,6.3666667
PC_PD,6.433333333,52,868,6.4333333
PD_PC,6.483333333,52,869,6.4833333
PC_PD,6.516666667,52,870,6.5166667
ED_EC,6.55,52,871,6.5500000
PD_PC,6.6,52,872,6.6000000
PC_PD,6.683333333,52,873,6.6833333
PD_PC,6.716666667,52,874,6.7166667
PC_PD,6.766666667,52,875,6.7666667
SD_SC,6.933333333,52,876,6.9333333
PD_PC,7.016666667,52,877,7.0166667
SD_SC,7.033333333,52,878,7.0333333
SC_SD,7.366666667,52,879,7.3666667
SD_SC,7.4,52,880,7.4000000
PD_PC,7.416666667,52,881,7.4166667
PC_PD,7.45,52,882,7.4500000
EC_ED,7.5,52,883,7.5000000
ED_EC,7.533333333,52,884,7.5333333
EC_ED,7.55,52,885,7.5500000
DC_COM,7.7,52,886,7.7000000
ED_EC,7.716666667,52,887,7.7166667
SC_SD,7.766666667,52,888,7.7666667
SD_SC,7.783333333,52,889,7.7833333
ED_EC,7.833333333,52,890,7.8333333
EC_ED,7.883333333,52,891,7.8833333
ED_EC,7.966666667,52,892,7.9666667
SD_SC,8.016666667,52,893,8.0166667
EC_ED,8.1,52,894,8.1000000
PC_PD,8.116666667,52,895,8.1166667
SD_SC,8.183333333,52,896,8.1833333
EC_ED,8.2,52,897,8.2000000
PD_PC,8.216666667,52,898,8.2166667
SC_SD,8.233333333,52,899,8.2333333
SD_SC,8.3,52,900,8.3000000
SD_SC,8.35,52,901,8.3500000
SC_SD,8.416666667,52,902,8.4166667
PC_COM,8.416666667,52,903,8.4166668
SD_SC,8.466666667,52,904,8.4666667
EC_COM,8.483333333,52,905,8.4833333
SC_COM,8.483333333,52,906,8.4833334
SC_COM,8.483333333,52,907,8.4833335
SC_COM,8.483333333,52,908,8.4833336
SD_SC,8.516666667,52,909,8.5166667
DC_COM,8.55,52,910,8.5500000
SC_COM,8.633333333,52,911,8.6333333
EC_ED,8.683333333,52,912,8.6833333
EC_ED,8.85,52,913,8.8500000
SD_SC,8.866666667,52,914,8.8666667
SC_SD,8.933333333,52,915,8.9333333
SD_SC,8.966666667,52,916,8.9666667
ED_EC,9.033333333,52,917,9.0333333
EC_ED,9.15,52,918,9.1500000
EC_ED,9.3,52,919,9.3000000
SC_SD,9.4,52,920,9.4000000
SD_SC,9.45,52,921,9.4500000
EC_ED,9.716666667,52,922,9.7166667
EC_ED,9.833333333,52,923,9.8333333
EC_ED,9.916666667,52,924,9.9166667
SC_SD,10.36666667,52,925,10.3666667
EC_ED,10.36666667,52,926,10.3666668
SD_SC,10.38333333,52,927,10.3833333
ED_EC,10.5,52,928,10.5000000
SC_SD,10.51666667,52,929,10.5166667
SD_SC,10.55,52,930,10.5500000
ED_EC,10.6,52,931,10.6000000
EC_COM,10.6,52,932,10.6000001
ED_EC,10.63333333,52,933,10.6333333
SD_SC,10.65,52,934,10.6500000
SD_SC,10.8,52,935,10.8000000
EC_COM,10.91666667,52,936,10.9166667
SD_SC,11.05,52,937,11.0500000
ED_EC,11.06,52,938,11.0600000
ED_EC,11.1,52,939,11.1000000
EC_COM,11.11666667,52,940,11.1166667
SD_SC,11.11666667,52,941,11.1166668
EC_ED,11.15,52,942,11.1500000
SC_SD,11.28333333,52,943,11.2833333
SD_SC,11.5,52,944,11.5000000
PD_PC,11.55,52,945,11.5500000
PC_PD,11.6,52,946,11.6000000
PD_PC,11.65,52,947,11.6500000
SD_SC,11.71666667,52,948,11.7166667
SD_SC,11.78333333,52,949,11.7833333
SD_SC,11.88333333,52,950,11.8833333
SD_SC,12.33333333,52,951,12.3333333
SC_SD,12.38333333,52,952,12.3833333
SD_SC,12.4,52,953,12.4000000
SC_SD,12.51666667,52,954,12.5166667
SD_SC,12.55,52,955,12.5500000
SC_SD,12.65,52,956,12.6500000
SC_COM,12.7,52,957,12.7000000
SD_SC,12.78333333,52,958,12.7833333
PC_PD,12.83333333,52,959,12.8333333
SC_COM,12.83333333,52,960,12.8333334
EC_COM,12.86666667,52,961,12.8666667
EC_ED,12.95,52,962,12.9500000
SC_COM,13.06666667,52,963,13.0666667
SD_SC,13.11666667,52,964,13.1166667
EC_COM,13.15,52,965,13.1500000
SD_SC,13.35,52,966,13.3500000
SC_COM,13.43333333,52,967,13.4333333
PC_PD,13.48333333,52,968,13.4833333
PD_PC,13.51666667,52,969,13.5166667
PD_PC,13.58333333,52,970,13.5833333
EC_ED,13.63333333,52,971,13.6333333
PC_PD,13.75,52,972,13.7500000
SD_SC,13.78333333,52,973,13.7833333
SC_COM,13.85,52,974,13.8500000
SD_SC,13.9,52,975,13.9000000
SD_SC,14,52,976,14.0000000
PC_PD,14.03333333,52,977,14.0333333
SD_SC,14.06666667,52,978,14.0666667
ED_EC,14.08333333,52,979,14.0833333
SD_SC,14.1,52,980,14.1000000
ED_EC,14.11666667,52,981,14.1166667
EC_ED,14.16666667,52,982,14.1666667
SD_SC,14.21666667,52,983,14.2166667
EC_ED,14.26666667,52,984,14.2666667
EC_ED,14.33333333,52,985,14.3333333
EC_COM,14.35,52,986,14.3500000
ED_EC,14.36666667,52,987,14.3666667
EC_ED,14.4,52,988,14.4000000
PC_PD,14.4,52,989,14.4000001
SD_SC,14.4,52,990,14.4000002
PD_PC,14.43333333,52,991,14.4333333
ED_EC,14.48333333,52,992,14.4833333
ED_EC,14.5,52,993,14.5000000
ED_EC,14.51,52,994,14.5100000
PC_PD,14.51666667,52,995,14.5166667
PD_PC,14.55,52,996,14.5500000
ED_EC,14.58333333,52,997,14.5833333
PC_PD,14.58333333,52,998,14.5833334
EC_ED,14.6,52,999,14.6000000
SD_SC,14.91666667,52,1000,14.9166667
SD_SC,14.96666667,52,1001,14.9666667
SC_COM,15.05,52,1002,15.0500000
SD_SC,15.13333333,52,1003,15.1333333
SD_SC,15.23333333,52,1004,15.2333333
SC_COM,15.41666667,52,1005,15.4166667
SD_SC,15.45,52,1006,15.4500000
SD_SC,15.55,52,1007,15.5500000
SD_SC,15.6,52,1008,15.6000000
SD_SC,15.7,52,1009,15.7000000
SD_SC,15.76666667,52,1010,15.7666667
SD_SC,15.95,52,1011,15.9500000
SC_COM,16.11666667,52,1012,16.1166667
DC_DD,0.183333333,61,1013,0.1833333
ED_EC,0.2,61,1014,0.2000000
DD_DC,0.25,61,1015,0.2500000
EC_ED,0.266666667,61,1016,0.2666667
PD_PC,0.266666667,61,1017,0.2666668
SD_SC,0.283333333,61,1018,0.2833333
PC_PD,0.3,61,1019,0.3000000
DC_DD,0.316666667,61,1020,0.3166667
PC_PD,0.35,61,1021,0.3500000
SC_SD,0.366666667,61,1022,0.3666667
SD_SC,0.416666667,61,1023,0.4166667
SD_SC,0.466666667,61,1024,0.4666667
EC_ED,0.5,61,1025,0.5000000
SC_SD,0.51,61,1026,0.5100000
PD_PC,0.55,61,1027,0.5500000
PD_PC,0.633333333,61,1028,0.6333333
PC_PD,0.633333333,61,1029,0.6333334
PD_PC,0.716666667,61,1030,0.7166667
DC_DD,0.75,61,1031,0.7500000
SC_SD,0.8,61,1032,0.8000000
PC_PD,0.816666667,61,1033,0.8166667
PD_PC,0.833333333,61,1034,0.8333333
DD_DC,0.9,61,1035,0.9000000
PD_PC,0.916666667,61,1036,0.9166667
EC_ED,0.95,61,1037,0.9500000
SD_SC,0.983333333,61,1038,0.9833333
ED_EC,1,61,1039,1.0000000
DC_DD,1.016666667,61,1040,1.0166667
PC_PD,1.033333333,61,1041,1.0333333
PD_PC,1.116666667,61,1042,1.1166667
DC_DD,1.116666667,61,1043,1.1166668
DD_DC,1.166666667,61,1044,1.1666667
PC_PD,1.183333333,61,1045,1.1833333
SC_SD,1.2,61,1046,1.2000000
ED_EC,1.216666667,61,1047,1.2166667
DC_DD,1.233333333,61,1048,1.2333333
PD_PC,1.25,61,1049,1.2500000
EC_ED,1.26,61,1050,1.2600000
DD_DC,1.3,61,1051,1.3000000
ED_EC,1.333333333,61,1052,1.3333333
SD_SC,1.366666667,61,1053,1.3666667
DC_DD,1.383333333,61,1054,1.3833333
EC_ED,1.383333333,61,1055,1.3833334
SC_SD,1.5,61,1056,1.5000000
DC_DD,1.533333333,61,1057,1.5333333
SD_SC,1.616666667,61,1058,1.6166667
PD_PC,1.7,61,1059,1.7000000
DD_DC,1.716666667,61,1060,1.7166667
PC_PD,1.766666667,61,1061,1.7666667
DC_DD,1.8,61,1062,1.8000000
SD_SC,1.833333333,61,1063,1.8333333
SC_SD,1.916666667,61,1064,1.9166667
PD_PC,1.916666667,61,1065,1.9166668
DD_DC,1.916666667,61,1066,1.9166669
ED_EC,1.916666667,61,1067,1.9166670
DC_DD,1.933333333,61,1068,1.9333333
PC_PD,1.966666667,61,1069,1.9666667
EC_ED,1.983333333,61,1070,1.9833333
SD_SC,2,61,1071,2.0000000
SC_SD,2.05,61,1072,2.0500000
DC_DD,2.066666667,61,1073,2.0666667
PC_PD,2.083333333,61,1074,2.0833333
SD_SC,2.083333333,61,1075,2.0833334
PD_PC,2.133333333,61,1076,2.1333333
ED_EC,2.133333333,61,1077,2.1333334
PC_PD,2.166666667,61,1078,2.1666667
EC_ED,2.183333333,61,1079,2.1833333
SC_SD,2.25,61,1080,2.2500000
SD_SC,2.3,61,1081,2.3000000
DC_DD,2.333333333,61,1082,2.3333333
PC_PD,2.383333333,61,1083,2.3833333
SC_SD,2.416666667,61,1084,2.4166667
DC_DD,2.433333333,61,1085,2.4333333
SC_SD,2.5,61,1086,2.5000000
SD_SC,2.583333333,61,1087,2.5833333
DC_DD,2.616666667,61,1088,2.6166667
DD_DC,2.683333333,61,1089,2.6833333
EC_ED,2.733333333,61,1090,2.7333333
PD_PC,2.75,61,1091,2.7500000
PC_PD,2.766666667,61,1092,2.7666667
DC_DD,2.783333333,61,1093,2.7833333
DD_DC,2.8,61,1094,2.8000000
PC_PD,2.85,61,1095,2.8500000
PD_PC,2.866666667,61,1096,2.8666667
DD_DC,2.95,61,1097,2.9500000
DC_DD,2.95,61,1098,2.9500001
DC_DD,2.983333333,61,1099,2.9833333
EC_ED,3.033333333,61,1100,3.0333333
PC_PD,3.05,61,1101,3.0500000
PD_PC,3.15,61,1102,3.1500000
EC_ED,3.25,61,1103,3.2500000
DC_DD,3.283333333,61,1104,3.2833333
PC_PD,3.283333333,61,1105,3.2833334
DD_DC,3.316666667,61,1106,3.3166667
SD_SC,3.35,61,1107,3.3500000
DC_DD,3.366666667,61,1108,3.3666667
DD_DC,3.366666667,61,1109,3.3666668
PD_PC,3.366666667,61,1110,3.3666669
SD_SC,3.383333333,61,1111,3.3833333
PD_PC,3.433333333,61,1112,3.4333333
ED_EC,3.45,61,1113,3.4500000
PC_PD,3.466666667,61,1114,3.4666667
SC_SD,3.5,61,1115,3.5000000
PD_PC,3.55,61,1116,3.5500000
DD_DC,3.583333333,61,1117,3.5833333
DC_DD,3.616666667,61,1118,3.6166667
DD_DC,3.7,61,1119,3.7000000
SC_SD,3.783333333,61,1120,3.7833333
PD_PC,3.8,61,1121,3.8000000
PC_PD,3.833333333,61,1122,3.8333333
PC_PD,3.883333333,61,1123,3.8833333
DD_DC,3.933333333,61,1124,3.9333333
PC_PD,3.966666667,61,1125,3.9666667
EC_ED,3.983333333,61,1126,3.9833333
DC_DD,4,61,1127,4.0000000
ED_EC,4.03,61,1128,4.0300000
ED_EC,4.05,61,1129,4.0500000
SC_SD,4.116666667,61,1130,4.1166667
ED_EC,4.183333333,61,1131,4.1833333
DC_DD,4.183333333,61,1132,4.1833334
EC_ED,4.216666667,61,1133,4.2166667
DC_DD,4.266666667,61,1134,4.2666667
ED_EC,4.316666667,61,1135,4.3166667
DC_DD,4.316666667,61,1136,4.3166668
DD_DC,4.333333333,61,1137,4.3333333
PD_PC,4.333333333,61,1138,4.3333334
SD_SC,4.366666667,61,1139,4.3666667
PC_PD,4.383333333,61,1140,4.3833333
EC_ED,4.4,61,1141,4.4000000
SC_SD,4.416666667,61,1142,4.4166667
ED_EC,4.483333333,61,1143,4.4833333
SD_SC,4.5,61,1144,4.5000000
EC_ED,4.55,61,1145,4.5500000
SD_SC,4.566666667,61,1146,4.5666667
PC_PD,4.6,61,1147,4.6000000
SD_SC,4.616666667,61,1148,4.6166667
DC_DD,4.616666667,61,1149,4.6166668
PD_PC,4.616666667,61,1150,4.6166669
DD_DC,4.666666667,61,1151,4.6666667
ED_EC,4.683333333,61,1152,4.6833333
PC_PD,4.716666667,61,1153,4.7166667
EC_ED,4.75,61,1154,4.7500000
DC_DD,4.816666667,61,1155,4.8166667
PD_PC,4.9,61,1156,4.9000000
ED_EC,4.9,61,1157,4.9000001
DD_DC,4.9,61,1158,4.9000002
SD_SC,4.9,61,1159,4.9000003
SC_SD,4.916666667,61,1160,4.9166667
EC_ED,4.933333333,61,1161,4.9333333
PC_PD,4.966666667,61,1162,4.9666667
PD_PC,5.033333333,61,1163,5.0333333
SD_SC,5.033333333,61,1164,5.0333334
PD_PC,5.066666667,61,1165,5.0666667
SC_SD,5.1,61,1166,5.1000000
SD_SC,5.1,61,1167,5.1000001
DC_DD,5.116666667,61,1168,5.1166667
SC_SD,5.183333333,61,1169,5.1833333
DD_DC,5.233333333,61,1170,5.2333333
DD_DC,5.25,61,1171,5.2500000
DC_DD,5.283333333,61,1172,5.2833333
PD_PC,5.3,61,1173,5.3000000
SC_SD,5.333333333,61,1174,5.3333333
SD_SC,5.383333333,61,1175,5.3833333
PC_PD,5.4,61,1176,5.4000000
PD_PC,5.4,61,1177,5.4000001
PD_PC,5.45,61,1178,5.4500000
SD_SC,5.45,61,1179,5.4500001
DC_DD,5.516666667,61,1180,5.5166667
PC_PD,5.533333333,61,1181,5.5333333
PD_PC,5.533333333,61,1182,5.5333334
PC_PD,5.583333333,61,1183,5.5833333
SC_SD,5.6,61,1184,5.6000000
SD_SC,5.65,61,1185,5.6500000
PD_PC,5.65,61,1186,5.6500001
PC_PD,5.7,61,1187,5.7000000
DD_DC,5.733333333,61,1188,5.7333333
EC_ED,5.766666667,61,1189,5.7666667
SC_SD,5.783333333,61,1190,5.7833333
DC_DD,5.816666667,61,1191,5.8166667
ED_EC,5.833333333,61,1192,5.8333333
SC_SD,5.866666667,61,1193,5.8666667
EC_ED,5.883333333,61,1194,5.8833333
PC_PD,5.95,61,1195,5.9500000
SD_SC,5.966666667,61,1196,5.9666667
EC_ED,5.983333333,61,1197,5.9833333
PD_PC,5.983333333,61,1198,5.9833334
PC_PD,6.016666667,61,1199,6.0166667
DC_DD,6.05,61,1200,6.0500000
PC_PD,6.05,61,1201,6.0500001
PC_PD,6.116666667,61,1202,6.1166667
DC_DD,6.116666667,61,1203,6.1166668
DD_DC,6.2,61,1204,6.2000000
PC_PD,6.233333333,61,1205,6.2333333
PD_PC,6.266666667,61,1206,6.2666667
SD_SC,6.283333333,61,1207,6.2833333
DC_DD,6.366666667,61,1208,6.3666667
SD_SC,6.383333333,61,1209,6.3833333
SD_SC,6.416666667,61,1210,6.4166667
SC_SD,6.433333333,61,1211,6.4333333
PC_PD,6.466666667,61,1212,6.4666667
PD_PC,6.466666667,61,1213,6.4666668
SD_SC,6.466666667,61,1214,6.4666669
SD_SC,6.566666667,61,1215,6.5666667
DD_DC,6.566666667,61,1216,6.5666668
PD_PC,6.6,61,1217,6.6000000
SC_SD,6.6,61,1218,6.6000001
DC_DD,6.616666667,61,1219,6.6166667
PC_PD,6.633333333,61,1220,6.6333333
ED_EC,6.65,61,1221,6.6500000
SC_SD,6.666666667,61,1222,6.6666667
EC_ED,6.7,61,1223,6.7000000
SD_SC,6.716666667,61,1224,6.7166667
PC_PD,6.733333333,61,1225,6.7333333
SC_SD,6.766666667,61,1226,6.7666667
SD_SC,6.8,61,1227,6.8000000
SC_SD,6.833333333,61,1228,6.8333333
PD_PC,6.866666667,61,1229,6.8666667
ED_EC,6.916666667,61,1230,6.9166667
PC_PD,6.933333333,61,1231,6.9333333
DC_DD,6.983333333,61,1232,6.9833333
PC_PD,7,61,1233,7.0000000
SC_SD,7.066666667,61,1234,7.0666667
EC_ED,7.083333333,61,1235,7.0833333
PD_PC,7.116666667,61,1236,7.1166667
SC_SD,7.133333333,61,1237,7.1333333
ED_EC,7.15,61,1238,7.1500000
SD_SC,7.15,61,1239,7.1500001
DC_COM,7.2,61,1240,7.2000000
EC_ED,7.216666667,61,1241,7.2166667
SD_SC,7.216666667,61,1242,7.2166668
EC_ED,7.283333333,61,1243,7.2833333
DC_DD,7.316666667,61,1244,7.3166667
ED_EC,7.316666667,61,1245,7.3166668
PD_PC,7.333333333,61,1246,7.3333333
EC_ED,7.366666667,61,1247,7.3666667
DD_DC,7.366666667,61,1248,7.3666668
DD_DC,7.433333333,61,1249,7.4333333
PC_PD,7.483333333,61,1250,7.4833333
DC_DD,7.516666667,61,1251,7.5166667
EC_ED,7.55,61,1252,7.5500000
PD_PC,7.566666667,61,1253,7.5666667
DD_DC,7.6,61,1254,7.6000000
PD_PC,7.616666667,61,1255,7.6166667
EC_ED,7.65,61,1256,7.6500000
SD_SC,7.666666667,61,1257,7.6666667
SC_SD,7.75,61,1258,7.7500000
PD_PC,7.783333333,61,1259,7.7833333
PD_PC,7.833333333,61,1260,7.8333333
PC_PD,7.85,61,1261,7.8500000
DC_DD,7.85,61,1262,7.8500001
PD_PC,7.866666667,61,1263,7.8666667
PD_PC,7.9,61,1264,7.9000000
EC_ED,7.933333333,61,1265,7.9333333
ED_EC,7.933333333,61,1266,7.9333334
EC_COM,7.983333333,61,1267,7.9833333
EC_ED,8.05,61,1268,8.0500000
PD_PC,8.083333333,61,1269,8.0833333
DC_DD,8.116666667,61,1270,8.1166667
PC_PD,8.133333333,61,1271,8.1333333
PD_PC,8.183333333,61,1272,8.1833333
SC_SD,8.183333333,61,1273,8.1833334
EC_ED,8.2,61,1274,8.2000000
PC_PD,8.216666667,61,1275,8.2166667
SD_SC,8.216666667,61,1276,8.2166668
SD_SC,8.333333333,61,1277,8.3333333
PC_PD,8.333333333,61,1278,8.3333334
SC_SD,8.366666667,61,1279,8.3666667
DC_DD,8.383333333,61,1280,8.3833333
DC_DD,8.45,61,1281,8.4500000
DD_DC,8.516666667,61,1282,8.5166667
PC_PD,8.7,61,1283,8.7000000
EC_ED,8.733333333,61,1284,8.7333333
DC_DD,8.75,61,1285,8.7500000
SD_SC,8.783333333,61,1286,8.7833333
SC_SD,8.85,61,1287,8.8500000
DD_DC,8.916666667,61,1288,8.9166667
SD_SC,8.916666667,61,1289,8.9166668
SC_SD,8.983333333,61,1290,8.9833333
SC_SD,9.016666667,61,1291,9.0166667
SD_SC,9.016666667,61,1292,9.0166668
EC_ED,9.116666667,61,1293,9.1166667
DC_DD,9.133333333,61,1294,9.1333333
PD_PC,9.166666667,61,1295,9.1666667
